9,388420,8372331,8362542,8372306,8362539,8372329,8362537,8372299,8362537,8372309,8362543,8372377,8362541,12345,1487238948
0,771845,6144,6987,1107,373628685,4851,9094,1068,373628693,4586,9858,911,373628701,12345,1487238948
0,771846,5115,9398,1489,373628709,5880,8055,2401,373628717,7026,6115,3439,373628725,12345,1487238948
0,771847,8251,4468,3851,373628733,9280,3322,3782,373628741,10201,3087,3508,373628749,12345,1487238948
0,771848,11191,3204,3018,373628757,12112,3782,2636,373628765,12798,4351,2293,373628773,12345,1487238948
0,771849,13337,4998,1940,373628781,13641,5840,1636,373628789,13759,6605,1450,373628797,12345,1487238948
0,771850,13720,6909,1411,373628805,13759,6722,1293,373628813,13827,6340,1176,373628821,12345,1487238948
0,771851,13827,6144,1176,373628829,13641,5997,1254,373628837,13298,5997,1332,373628845,12345,1487238948
0,771852,12798,5997,1372,373628853,12073,6115,1332,373628861,11495,6144,1411,373628869,12345,1487238948
0,771853,11083,6301,1489,373628877,11113,6379,1636,373628885,11426,6379,1715,373628893,12345,1487238948
9,388421,8372416,8362539,8372449,8362535,8372500,8362541,8372564,8362541,8372666,8362536,8372697,8362538,12345,1487238948
9,388422,8372763,8362541,8372883,8362542,8372963,8362537,8373024,8362537,8373098,8362543,8373177,8362541,12345,1487238948
9,388423,8373287,8362539,8373308,8362537,8373359,8362541,8373450,8362539,8373491,8362535,8373518,8362538,12345,1487238948
9,388424,8373545,8362541,8373580,8362542,8373643,8362538,8373629,8362537,8373645,8362541,8373710,8362541,12345,1487238948
0,771854,11848,6076,1675,373628901,12191,5880,1558,373628909,12642,5272,1489,373628917,12345,1487238948
0,771855,13484,4998,1450,373628925,14974,5076,1411,373628933,16816,5272,1372,373628941,12345,1487238948
0,771856,18610,5194,1372,373628949,20099,5115,1332,373628957,20864,5076,911,373628965,12345,1487238948
0,771857,21021,5194,303,373628973,20903,5311,-529,373628981,20707,5380,-1215,373628989,12345,1487238948
0,771858,20403,5693,-1636,373628997,20099,5576,-2293,373629005,19756,5380,-2704,373629013,12345,1487238948
0,771859,19335,5154,-2744,373629021,18727,4733,-2636,373629029,17992,3969,-2479,373629037,12345,1487238948
0,771860,17267,3204,-2018,373629045,16660,2479,-1293,373629053,15974,1832,-568,373629061,12345,1487238948
0,771861,15435,1332,107,373629069,14709,1029,568,373629077,14102,911,1068,373629085,12345,1487238948
9,388425,8373737,8362539,8373743,8362535,8373754,8362539,8373765,8362542,8373781,8362535,8373701,8362540,12345,1487238948
9,388426,8373631,8362543,8373583,8362542,8373484,8362539,8373355,8362538,8373228,8362540,8373098,8362539,12345,1487238948
9,388427,8373001,8362535,8372829,8362535,8372693,8362542,8372604,8362542,8372489,8362538,8372367,8362534,12345,1487238948
9,388428,8372271,8362540,8372198,8362539,8372177,8362540,8372094,8362536,8372051,8362542,8372067,8362540,12345,1487238948
0,771862,13484,1107,1332,373629093,12916,1372,1372,373629101,12338,1940,1254,373629109,12345,1487238948
0,771863,11877,2518,989,373629117,11387,2940,568,373629125,10848,3204,147,373629133,12345,1487238948
0,771864,10319,3508,-147,373629141,9819,3969,-529,373629149,9437,4312,-764,373629157,12345,1487238948
0,771865,9202,4586,-911,373629165,9202,4890,-1068,373629173,9319,5233,-1146,373629181,12345,1487238948
0,771866,9662,5576,-1146,373629189,10201,5801,-1068,373629197,10848,5840,-911,373629205,12345,1487238948
0,771867,11466,5762,-793,373629213,11956,5654,-725,373629221,12299,5380,-646,373629229,12345,1487238948
0,771868,12534,5115,-450,373629237,12720,4586,-607,373629245,12612,4086,-764,373629253,12345,1487238948
0,771869,12416,3322,-1068,373629261,12152,2293,-1372,373629269,11769,1450,-1411,373629277,12345,1487238948
9,388429,8372064,8362538,8372057,8362536,8372074,8362541,8372111,8362541,8372194,8362539,8372212,8362539,12345,1487238948
9,388430,8372269,8362539,8372374,8362543,8372444,8362540,8372501,8362536,8372573,8362542,8372653,8362543,12345,1487238948
9,388431,8372766,8362540,8372803,8362536,8372874,8362543,8372987,8362541,8373069,8362537,8373127,8362536,12345,1487238948
9,388432,8373199,8362542,8373275,8362541,8373383,8362535,8373413,8362538,8373468,8362544,8373566,8362541,12345,1487238948
22,0,152,537865987,373629208,12345,12345,12345,12345,12345,12345,12345,12345,12345,12345,1487238948
22,0,152,1629202435,373629208,12345,12345,12345,12345,12345,12345,12345,12345,12345,12345,1487238948
